id,name_en,bbx,caption_cn,caption_en,class_cn,class_en,retrieval_class_cn,retrieval_class_en,picture,scaling_strategy,inner_placement,portfolio_assets,source,author_name,author_link,license,state,alignToWallNormal
1134,a_FloverTub,"0.258,0.258,0.221",装有泥土的陶土色陶瓷花盆,A terracotta-colored ceramic planter with soil inside,花盆,Flower_pot,花盆,Plant,,RADIAL,0,0.0,"https://www.fab.com/listings/c3148cbb-4b57-4f09-a749-636bc0fe2da2

https://www.fab.com/listings/82e8f9af-843d-46c4-ae16-c6aee0ed4eaa

https://www.fab.com/listings/f3b2aa27-c8be-4987-b8a2-81adf0fe85a8

https://www.fab.com/listings/b5603e44-e1b0-4346-9c3d-04887aa9f87d",SilverTm,https://www.fab.com/zh-cn/sellers/SilverTm,CC BY-NC-SA 4.0,,
1473,a_SM_green_house_pot_empty_01,"0.095,0.096,0.090",灰色方形塑料花盆，侧面呈锥形,A gray square plastic flower pot with tapered sides,花盆,Flower_pot,花盆,Plant,,ALIGNED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1474,a_SM_green_house_pot_empty_02,"0.095,0.096,0.090",灰色方形锥形花盆，内有泥土,A gray square tapered planter pot with soil inside,花盆,Flower_pot,花盆,Plant,,ALIGNED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
251,0_SM_Vase_2,"0.139,0.137,0.323",带人字纹理图案的米色锥形陶瓷花瓶,A beige ceramic vase with chevron textured pattern and tapered form,花盆架,Plant_pot_stand,花盆,Flower_pot,,RADIAL,0,0.0,ue fab:https://www.fab.com/zh-cn/listings/c06d2cad-0d69-4b0d-8f54-b670f7ab2b6c,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
1922,b_72,"0.180,0.185,0.641",深灰色金属高脚花盆架，带圆筒形花盆和交叉支腿,Tall dark gray metal plant stand with cylindrical pot and crossed legs,花盆架,Plant_pot_stand,花盆,Flower_pot,,RADIAL,0,0.0,3D Future Dataset,3D Future Dataset,https://tianchi.aliyun.com/dataset/98063,CC BY-NC-SA 4.0,,
26,0_ceramic_vase_03_2k_packed,"0.112,0.112,0.414",高细锥形带天然纹理的白色大理石花瓶,A tall tapered white marble vase with natural veining,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,https://polyhaven.com/a/ceramic_vase_03,James Ray Cock,https://polyhaven.com/all?a=James%20Ray%20Cock,CC BY-NC-SA 4.0,,
27,0_ceramic_vase_04_2k_packed,"0.181,0.181,0.342",带窄颈和侧环形把手的白色纹理陶瓷花瓶,A textured white ceramic vase with narrow neck and side loop handle,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,https://polyhaven.com/a/ceramic_vase_04,James Ray Cock,https://polyhaven.com/all?a=James%20Ray%20Cock,CC BY-NC-SA 4.0,,
467,18_SM_Decor_1,"0.153,0.153,0.354","白色双球花瓶,上部光滑下部网格纹理",A white textured vase with smooth upper bulb and grid-patterned lower spherical body,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,https://www.fab.com/zh-cn/listings/3c4f89ac-742c-426e-985c-b912d6d91baa,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
1410,a_SM_Decor_10,"0.152,0.152,0.285",深炭灰色哑光陶瓷花瓶，球形瓶身配细长瓶颈,A dark charcoal matte ceramic vase with bulbous body and slender neck,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,Imaginarium Group,Imaginarium Group,https://ydove0324.github.io/Imaginarium/,CC BY-NC-SA 4.0,,
1416,a_SM_Decor_7,"0.130,0.130,0.119",灰色陶瓷花瓶，宽体窄口设计,A gray ceramic vase with wide body and narrow neck opening,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,https://www.fab.com/listings/cb492691-2363-4ff9-a16b-87d6b3fb081e,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
1421,a_SM_Decor_Vase_01,"0.152,0.152,0.699",细长水滴形白色花瓶，瓶口窄小,Tall slender white vase with narrow neck and teardrop shape,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,Imaginarium Group,Imaginarium Group,https://ydove0324.github.io/Imaginarium/,CC BY-NC-SA 4.0,,
1422,a_SM_Decor_Vase_04,"0.130,0.130,0.261",深灰色几何切面玻璃花瓶,A tall dark gray glass vase with geometric faceted design,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,Imaginarium Group,Imaginarium Group,https://ydove0324.github.io/Imaginarium/,CC BY-NC-SA 4.0,,
1744,a_SM_Vase_1,"0.126,0.126,0.200",米黄色螺旋纹理陶瓷花瓶,Beige ceramic vase with diagonal spiral ridges,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,https://www.fab.com/listings/cb492691-2363-4ff9-a16b-87d6b3fb081e,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
1745,a_SM_Vase_10,"0.148,0.148,0.564",灰色细长圆柱形花瓶，表面有凸起六边形纹理,Tall gray cylindrical vase with embossed hexagonal pattern texture,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,https://www.fab.com/listings/cb492691-2363-4ff9-a16b-87d6b3fb081e,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
1746,a_SM_Vase_11,"0.139,0.138,0.272",灰色陶瓷花瓶，椭圆形修长造型，表面带有细微纹理,A tall gray ceramic vase with elongated oval shape and subtle textured surface,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,Imaginarium Group,Imaginarium Group,https://ydove0324.github.io/Imaginarium/,CC BY-NC-SA 4.0,,
1747,a_SM_Vase_2,"0.129,0.129,0.230",灰色扭曲造型的雕塑感花瓶,A gray twisted sculptural vase with organic curved form,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,https://www.fab.com/listings/cb492691-2363-4ff9-a16b-87d6b3fb081e,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
1748,a_SM_Vase_3,"0.121,0.121,0.251",深棕色水滴形斜颈花瓶,A dark brown teardrop-shaped vase with angled cylindrical neck,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,https://www.fab.com/listings/cb492691-2363-4ff9-a16b-87d6b3fb081e,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
1749,a_SM_Vase_4,"0.115,0.115,0.311",灰色细长颈圆球底花瓶,Gray elongated vase with slender neck and rounded bulbous base,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,https://www.fab.com/listings/cb492691-2363-4ff9-a16b-87d6b3fb081e,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
1750,a_SM_Vase_5,"0.131,0.131,0.306",米色棕色大理石纹理圆柱形花瓶,Cylindrical vase with beige and brown marbled texture,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,https://www.fab.com/listings/cb492691-2363-4ff9-a16b-87d6b3fb081e,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
1751,a_SM_Vase_6,"0.118,0.118,0.340",黑色细长花瓶，锥形瓶颈配圆润底座,A tall slender black vase with tapered neck and bulbous base,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,https://www.fab.com/listings/cb492691-2363-4ff9-a16b-87d6b3fb081e,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
1752,a_SM_Vase_7,"0.182,0.048,0.208",深灰与浅灰双色扭曲环形现代陶瓷花瓶,A modern ceramic vase with twisted ring form in dark gray and light gray tones,花瓶,Vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,https://www.fab.com/listings/cb492691-2363-4ff9-a16b-87d6b3fb081e,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
1417,a_SM_Decor_8,"0.327,0.215,0.494",米色陶瓷花瓶配绿色尤加利枝叶,Beige ceramic vase with green eucalyptus branches,花瓶植物,Vase_plant,植物,Plant,,RADIAL,0,0.0,https://www.fab.com/listings/cb492691-2363-4ff9-a16b-87d6b3fb081e,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
613,23_SM_Xmas_Decor_NN_21c,"0.756,0.310,0.764",绿色常青花环配红丝带、松果和浆果装饰,"Green evergreen wreath with red bow, pinecones and berry ornaments",花圈,Wreath,墙面装饰,Wall_decoration,,RADIAL,0,0.0,https://www.fab.com/zh-cn/listings/43965ec3-e403-4c70-91a2-8f60b336920f,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
747,43_bathset01,"0.374,0.597,1.238","灰色壁挂式淋浴系统,配方形顶喷和手持花洒",A gray wall-mounted shower system with square rainfall head and handheld sprayer,花洒,Showerhead,淋浴设备,Shower_equipment,,ISOTROPIC,0,1.0,https://www.fab.com/zh-cn/listings/96c7bdc7-7b70-4493-8996-afe8930591c1,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,1.0
2004,d_1000009425268,"0.789,0.200,0.108",深棕色木质滑板，配红棕色轮子和弯曲翘头,A dark brown wooden skateboard with reddish-brown wheels and curved kicktails,滑板,Skateboard,玩具,Toy,,SORTED_ANISOTROPIC,0,0.0,Imaginarium Group,Imaginarium Group,https://ydove0324.github.io/Imaginarium/,CC BY-NC-SA 4.0,,
152,0_SM_Cabinet002,"1.935,0.510,1.277",现代灰色米色梳妆台带抽屉柜和圆形镜子,Modern gray and beige vanity table with drawer unit and round mirror,化妆台,Vanity_table,化妆台,Vanity_table,,SORTED_ANISOTROPIC,0,,商品下架，但作者已同意,CityColor（黄烨）,CityColor（黄烨）,CC BY-NC-SA 4.0,,
185,0_SM_DressingTable001,"2.602,0.600,0.783",现代白色梳妆台，带一体式抽屉柜和开放腿部空间,A modern white vanity table with integrated drawer unit and open leg space,化妆台,Vanity_table,化妆台,Vanity_table,,ALIGNED_ANISOTROPIC,0,0.0,商品下架，但作者已同意,CityColor（黄烨）,CityColor（黄烨）,CC BY-NC-SA 4.0,,
186,0_SM_DressingTable003,"1.452,0.635,0.811",深灰色台面白色桌身搭配镀铬雪橇腿的现代梳妆台,Modern vanity table with dark gray top and white body with chrome sled legs,化妆台,Vanity_table,化妆台,Vanity_table,,ALIGNED_ANISOTROPIC,0,0.0,商品下架，但作者已同意,CityColor（黄烨）,CityColor（黄烨）,CC BY-NC-SA 4.0,,
246,0_SM_Table001,"1.521,0.455,0.898",白色大理石梳妆台配凹槽圆柱腿和金色装饰,White marble vanity table with fluted cylindrical legs and gold accents,化妆台,Vanity_table,化妆台,Vanity_table,,SORTED_ANISOTROPIC,0,0.0,商品下架，但作者已同意,CityColor（黄烨）,CityColor（黄烨）,CC BY-NC-SA 4.0,,
247,0_SM_Table001_02,"1.321,0.350,0.830","白色大理石台面现代边桌,配金色金属腿和灰色凹槽圆柱支撑","Modern console table with white marble top, gold metal legs, and gray fluted cylindrical support",化妆台,Vanity_table,化妆台,Vanity_table,,SORTED_ANISOTROPIC,0,0.0,商品下架，但作者已同意,CityColor（黄烨）,CityColor（黄烨）,CC BY-NC-SA 4.0,,
248,0_SM_Table003_03,"1.399,0.350,0.850",白色大理石台面配圆柱形金边纹理腿的现代玄关桌,Modern console table with white marble top and cylindrical gold-trimmed legs with textured surfaces,化妆台,Vanity_table,化妆台,Vanity_table,,SORTED_ANISOTROPIC,0,0.0,商品下架，但作者已同意,CityColor（黄烨）,CityColor（黄烨）,CC BY-NC-SA 4.0,,
1937,b_87,"1.200,0.520,1.189",带分格收纳和斜面镜的现代白色金属腿化妆桌,Modern white vanity table with compartmented storage and tilted mirror on metal frame legs,化妆台,Vanity_table,化妆台,Vanity_table,,SORTED_ANISOTROPIC,0,1.0,3D Future Dataset,3D Future Dataset,https://tianchi.aliyun.com/dataset/98063,CC BY-NC-SA 4.0,,
1950,c_SM_Desk_Fir001,"1.437,0.583,0.999",浅灰色法式梳妆台，配有弯曲猫腿和多个抽屉,A light gray French-style vanity table with curved cabriole legs and multiple drawers,化妆台,Vanity_table,化妆台,Vanity_table,,SORTED_ANISOTROPIC,0,0.0,Imaginarium Group,Imaginarium Group,https://ydove0324.github.io/Imaginarium/,CC BY-NC-SA 4.0,,
815,44_sk4_DrawBrush01,"0.065,0.206,0.028",带有青绿色油漆残留的白色刷毛旧油漆刷,A well-used paintbrush with white bristles showing teal paint residue,画刷,Paintbrush,画刷,Paintbrush,,SORTED_ANISOTROPIC,0,0.0, https://sketchfab.com/3d-models/paintbrush-1621ee1665754627add952d4ff91bdfa,emiliajasova,https://sketchfab.com/emiliajasova,CC BY-NC-SA 4.0,,
1101,a_Brush,"0.124,0.392,0.027",灰色刷毛配米色木质手柄的扁平画刷,A flat paintbrush with gray bristles and beige wooden handle,画刷,Paintbrush,画刷,Paintbrush,,SORTED_ANISOTROPIC,0,0.0,"https://www.fab.com/listings/c3148cbb-4b57-4f09-a749-636bc0fe2da2

https://www.fab.com/listings/82e8f9af-843d-46c4-ae16-c6aee0ed4eaa

https://www.fab.com/listings/f3b2aa27-c8be-4987-b8a2-81adf0fe85a8

https://www.fab.com/listings/b5603e44-e1b0-4346-9c3d-04887aa9f87d",SilverTm,https://www.fab.com/zh-cn/sellers/SilverTm,CC BY-NC-SA 4.0,,
268,0_vintage_pocket_watch_2k_packed,"0.061,0.080,0.014","米色雕花口袋怀表,带罗马数字表盘",Beige pocket watch with ornate floral engravings and Roman numerals,怀表,Pocket_watch,怀表,Pocket_watch,,RADIAL,0,0.0,https://polyhaven.com/a/vintage_pocket_watch,Tal Swicegood,https://polyhaven.com/all?a=Tal%20Swicegood,CC BY-NC-SA 4.0,,
158,0_SM_Coffee_table_1,"1.100,0.600,0.400",浅木色桌面搭配深色金属几何框架的现代茶几,Modern coffee table with light wood top and dark metal geometric frame,会议桌,Conference_table,桌子,Conference_table,,ALIGNED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/c06d2cad-0d69-4b0d-8f54-b670f7ab2b6c,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
410,15_SM_Table,"6.649,1.900,0.830",带深色嵌板和金属底座的棕色长条会议桌,Long brown conference table with dark inset panel and metal base supports,会议桌,Conference_table,桌子,Conference_table,,ALIGNED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/7d0ba3e2-b243-4ec9-bbe3-a3059dc3bc37,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
687,3_NegotiationTable,"1.941,5.071,1.025",带中央玻璃嵌条和弧形支撑腿的长条胡桃木会议桌,Long walnut conference table with central glass inset and curved support legs,会议桌,Conference_table,桌子,Conference_table,,ALIGNED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/6658d619-fe4b-462e-80cb-89a4c052baac,SilverTm,https://www.fab.com/zh-cn/sellers/SilverTm,CC BY-NC-SA 4.0,,
1882,b_29,"2.234,1.034,0.958",深胡桃木桌面配黑色竖纹金属柱腿,Dark walnut tabletop with black fluted metal pedestal legs,会议桌,Conference_table,桌子,Conference_table,,ALIGNED_ANISOTROPIC,0,0.0,3D Future Dataset,3D Future Dataset,https://tianchi.aliyun.com/dataset/98063,CC BY-NC-SA 4.0,,
1955,d_1000001532905,"2.146,0.900,0.731",极简风格会议桌，深色桌面配金色雪橇式金属桌腿,A minimalist conference table with dark top and gold sled-style metal legs,会议桌,Conference_table,桌子,Conference_table,,ALIGNED_ANISOTROPIC,0,0.0,Imaginarium Group,Imaginarium Group,https://ydove0324.github.io/Imaginarium/,CC BY-NC-SA 4.0,,
1956,d_1000001539088,"3.642,1.717,0.796",大型行政会议桌，深色木质柜体底座配黑色长方形桌面,Large executive conference table with dark wood cabinet base and black rectangular  top,会议桌,Conference_table,桌子,Conference_table,,ALIGNED_ANISOTROPIC,0,0.0,Imaginarium Group,Imaginarium Group,https://ydove0324.github.io/Imaginarium/,CC BY-NC-SA 4.0,,
2020,e_conference_3,"4.150,1.756,0.794",深色胡桃木长条会议桌，带板式桌腿,A long dark walnut wood conference table with panel legs,会议桌,Conference_table,桌子,Conference_table,,ALIGNED_ANISOTROPIC,0,0.0,Imaginarium Group,Imaginarium Group,https://ydove0324.github.io/Imaginarium/,CC BY-NC-SA 4.0,,
301,10_SM_Train,"2.806,15.102,3.725",银灰色地铁车厢，配有深色车窗和纹理车顶板,Silver-gray subway train car with dark windows and textured roof panel,火车车厢,Train_car,火车,Train,,ISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/cd65f803-78a5-44dd-ac03-d1cf353d9d86,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1772,a_SM_weapon_props_gun_powder_01,"0.083,0.083,0.134",带红色条纹和F220标签的深灰色圆柱形火药罐,Dark gray cylindrical gunpowder canister with red band and F220 label,火药罐,Gunpowder_canister,小型储物容器,Small_storage_container,,RADIAL,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1774,a_SM_weapon_props_gun_powder_03,"0.146,0.066,0.200",印有NWR 1994标识的复古红色金属火药罐，带螺旋盖,Vintage red metal gunpowder canister with NWR 1994 label and screw cap,火药罐,Gunpowder_canister,小型储物容器,Small_storage_container,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1282,a_SM_cable_work_cable_small_holder,"0.017,0.005,0.012",灰色橡胶椭圆孔电缆护线套,Small gray rubber cable grommet with oval opening,机械部件,Mechanical_component,工业部件,Industrial_component,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
597,22_SM_Street_Vendor_Cart_NN_01i,"0.446,0.238,0.131",装有白色鸡蛋的灰色多层蛋托,A gray egg tray with multiple rows holding white eggs,鸡蛋托,Egg_tray,小型储物容器,Small_storage_container,,ISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/fecd3afb-683c-4eb0-8ef8-4ecb99871452,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
834,44_sk57_Guitar01,"0.333,0.962,0.108",天然木色缺角民谣吉他配深色指板,Natural wood acoustic guitar with cutaway body and dark fretboard,吉他,Guitar,乐器,Musical_instrument,,ISOTROPIC,0,0.0,https://sketchfab.com/3d-models/guitar-a44930f9c14544a6ae6967d5544417e8,Ivan Dnistrian,https://sketchfab.com/ivanlynx,CC BY-NC-SA 4.0,,
1031,8_Sm_drum_kit_hi_hat,"0.505,0.479,1.314",带银色金属支架和链条悬挂的米色打击练习鼓垫,A beige practice drum pad with silver metal stand and chain suspension,吉他,Guitar,乐器,Musical_instrument,,RADIAL,0,0.0,https://www.fab.com/zh-cn/listings/ea1058b0-0a6e-4bff-a206-583c8f18b89f,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1484,a_SM_guitar,"0.383,0.093,1.057",棕色古典木吉他，配有尼龙弦和圆形音孔,A brown classical acoustic guitar with nylon strings and round sound hole,吉他,Guitar,乐器,Musical_instrument,,ISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
263,0_ukulele_01_2k_packed,"0.527,0.178,0.051","自然木色四弦尤克里里,表面哑光质感",A natural wood ukulele with four strings and smooth matte finish,吉他贝斯,Guitar_bass,乐器,Musical_instrument,,ISOTROPIC,0,0.0,https://polyhaven.com/a/Ukulele_01,Joseph Burgan,https://polyhaven.com/all?a=Joseph%20Burgan,CC BY-NC-SA 4.0,,
750,43_electricguitar01,"0.351,0.156,1.080","珊瑚粉色电吉他,配白色护板和枫木指板",A coral pink electric guitar with white pickguard and maple fretboard,吉他贝斯,Guitar_bass,乐器,Musical_instrument,,ISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/ea1058b0-0a6e-4bff-a206-583c8f18b89f,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
874,44_sk94_Bass01,"0.377,0.120,1.197",深灰色电吉他配白色护板和棕色木质指板,A dark grey electric guitar with white pickguard and brown wooden fretboard,吉他贝斯,Guitar_bass,乐器,Musical_instrument,,ISOTROPIC,0,0.0,https://sketchfab.com/3d-models/ibanez-jem-guitar-daeadd913644438aa3096bb357a02016,abazibiz,https://sketchfab.com/abazibiz,CC BY-NC-SA 4.0,,
875,44_sk95_Guitar02,"0.465,0.187,1.198",天然木纹表面配深色指板的木质古典吉他,A wooden acoustic guitar with natural grain finish and dark fretboard,吉他贝斯,Guitar_bass,乐器,Musical_instrument,,ISOTROPIC,0,0.0,https://sketchfab.com/3d-models/guitar-wood-10mb-773e6af0d27746799ca84eb6f06c57df,Mehdi Shahsavan,https://sketchfab.com/ahmagh2e,CC BY-NC-SA 4.0,,
876,44_sk96_Bass02,"0.414,0.081,1.201",日落渐变色棕色电贝斯配白色护板和镀铬五金件,A sunburst brown electric bass guitar with white pickguard and chrome hardware,吉他贝斯,Guitar_bass,乐器,Musical_instrument,,ISOTROPIC,0,0.0,https://sketchfab.com/3d-models/guitar-f1a304bb87304049b03c1447ce9eb96f,Matterhorn,https://sketchfab.com/keesihka,CC BY-NC-SA 4.0,,
877,44_sk97_Bass03,"0.324,0.061,1.200",天然木纹琴身配深色指板的木质贝斯吉他,A wooden bass guitar with natural wood grain body and dark fretboard,吉他贝斯,Guitar_bass,乐器,Musical_instrument,,ISOTROPIC,0,0.0,https://sketchfab.com/3d-models/custom-made-bass-guitar-54b2e94353d843eb8daba50b62edd78f,serefatilla,https://sketchfab.com/serefatilla,CC BY-NC-SA 4.0,,
1033,8_SM_electric_guitar_01,"0.578,0.419,1.239",带白色护板的珊瑚粉色电吉他配黑色支架,A coral pink electric guitar with white pickguard on black stand,吉他贝斯,Guitar_bass,乐器,Musical_instrument,,ISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/ea1058b0-0a6e-4bff-a206-583c8f18b89f,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1426,a_SM_desk_props_aid_kit,"0.305,0.121,0.263",带白色十字标志和提手的红色布质急救包,Red fabric first aid kit with white cross symbol and handle,急救包,First_aid_kit,急救包,First_aid_kit,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1126,a_Container,"6.121,2.457,2.622",有些生锈与剥落漆面的蓝灰色金属货运集装箱,Weathered blue-gray metal shipping container with rust and peeling paint,集装箱,Shipping_container,集装箱,Shipping_container,,SORTED_ANISOTROPIC,0,0.0,"https://www.fab.com/listings/c3148cbb-4b57-4f09-a749-636bc0fe2da2

https://www.fab.com/listings/82e8f9af-843d-46c4-ae16-c6aee0ed4eaa

https://www.fab.com/listings/f3b2aa27-c8be-4987-b8a2-81adf0fe85a8

https://www.fab.com/listings/b5603e44-e1b0-4346-9c3d-04887aa9f87d",SilverTm,https://www.fab.com/zh-cn/sellers/SilverTm,CC BY-NC-SA 4.0,,
1127,a_Container2,"6.121,2.457,2.622",一端开放的深蓝色锈蚀货运集装箱,A weathered dark blue shipping container with one end open,集装箱,Shipping_container,集装箱,Shipping_container,,SORTED_ANISOTROPIC,0,0.0,"https://www.fab.com/listings/c3148cbb-4b57-4f09-a749-636bc0fe2da2

https://www.fab.com/listings/82e8f9af-843d-46c4-ae16-c6aee0ed4eaa

https://www.fab.com/listings/f3b2aa27-c8be-4987-b8a2-81adf0fe85a8

https://www.fab.com/listings/b5603e44-e1b0-4346-9c3d-04887aa9f87d",SilverTm,https://www.fab.com/zh-cn/sellers/SilverTm,CC BY-NC-SA 4.0,,
1128,a_ContainerDoorL,"1.224,2.509,0.132",深灰蓝色金属集装箱门，带横向加固条和锁扣装置,Dark gray-blue metal container door with horizontal reinforcement bars and locking mechanisms,集装箱门,Container_door,集装箱,Shipping_container,,SORTED_ANISOTROPIC,0,0.0,"https://www.fab.com/listings/c3148cbb-4b57-4f09-a749-636bc0fe2da2

https://www.fab.com/listings/82e8f9af-843d-46c4-ae16-c6aee0ed4eaa

https://www.fab.com/listings/f3b2aa27-c8be-4987-b8a2-81adf0fe85a8

https://www.fab.com/listings/b5603e44-e1b0-4346-9c3d-04887aa9f87d",SilverTm,https://www.fab.com/zh-cn/sellers/SilverTm,CC BY-NC-SA 4.0,,
1129,a_ContainerDoorR,"1.302,2.509,0.132",深灰蓝色金属集装箱门带横向加固条和锁扣装置,Dark gray-blue metal container door with horizontal reinforcement bars and locking mechanisms,集装箱门,Container_door,集装箱,Shipping_container,,SORTED_ANISOTROPIC,0,0.0,"https://www.fab.com/listings/c3148cbb-4b57-4f09-a749-636bc0fe2da2

https://www.fab.com/listings/82e8f9af-843d-46c4-ae16-c6aee0ed4eaa

https://www.fab.com/listings/f3b2aa27-c8be-4987-b8a2-81adf0fe85a8

https://www.fab.com/listings/b5603e44-e1b0-4346-9c3d-04887aa9f87d",SilverTm,https://www.fab.com/zh-cn/sellers/SilverTm,CC BY-NC-SA 4.0,,
676,3_Calculator,"0.167,0.210,0.033",灰色机身带浅灰按键和淡绿显示屏的计算器,A gray calculator with light gray buttons and greenish display screen,计算器,Calculator,计算器,Calculator,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/6658d619-fe4b-462e-80cb-89a4c052baac,SilverTm,https://www.fab.com/zh-cn/sellers/SilverTm,CC BY-NC-SA 4.0,,
954,5_SM_Calculator_A,"0.100,0.154,0.025",深灰色计算器配矩形显示屏和橙色功能键,A dark gray calculator with rectangular display and orange function keys,计算器,Calculator,计算器,Calculator,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/119b5176-cce4-4965-b5b2-2c159377b44a,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
683,3_FeltPen,"0.019,0.191,0.019",灰色圆柱形记号笔，带浅蓝色笔帽和笔尖,Gray cylindrical marker pen with light blue cap and tip,记号笔,Marker_pen,笔,Pen,,RADIAL,0,0.0,https://www.fab.com/zh-cn/listings/6658d619-fe4b-462e-80cb-89a4c052baac,SilverTm,https://www.fab.com/zh-cn/sellers/SilverTm,CC BY-NC-SA 4.0,,
